F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
50.09,-135.18,-172.61,109.91,Low,13.29,-143.69,-9236.55,-4232.26,-246.22,14433.99,470.61,166.61,11.64,31.32,182.88,1633.5,-679.17,-5129.76,0.06,-2504.32,6.94,6806.47,3471.44,2006.7,15,4,-459.95,754.66,-70.26,-6.52,-4.29,10.06,Europe,-271.29,-1298.69,-1136.93
59.07,9,-187.93,113.45,Very low,23.55,-146.18,11971.65,-5163.48,-211.64,24879.96,474.63,159.74,25.89,44.61,313.2,2357.82,-421.52,-7570.42,177.39,-3965.56,12.72,10809.48,3657.42,1946.31,9,16,-582.56,694.36,-74.79,-11.22,12.09,19.07,USA,-445.14,-1004.04,55.32
44.49,-177.44,-127.55,102.25,High,19.8,-163.05,27226.5,-3315.38,-221.86,21090.06,408.69,171.9,10.35,29.49,333.33,2275.42,-711.12,-13516.68,0.21,-3413.16,13.9,8630.24,1993.3,2872.02,15,8,-6006.65,1976.1,-84.87,-9.7,4.64,16.28,Rest,-489.78,-1474.53,461.04
20.53,-253.14,-206.8,67.78,Low,18.84,-82.53,10117.08,-3893.04,-222.52,19108.02,563.94,158.47,9.15,50.01,166.2,1910.8,-362.88,-12835.5,8.31,-3757.18,2.82,9062.87,2354.52,1454.82,6,4,1129.27,1086.8,-71.7,-5.3,10.24,18.29,USA,-319.11,-1463.94,3513.83
61.81,-123.68,-246.09,75.94,Very high,17.91,-191.77,29859.54,-3859.22,-290.3,16983.27,586.08,124.82,-8.04,37.74,80.04,2584.14,-412.45,-14917.3,233.04,-4054.5,10.7,8408.08,2512.34,2381.22,6,4,-2343.72,1301.16,-72.36,-5.82,7.5,15.74,UK,-237.51,-992.47,2988.69
96.12,-158.04,-200.33,161.55,Very high,14.07,-108.62,8386.56,-4405.54,-254.48,26348.88,580.65,178.85,10.08,34.2,244.95,2692.92,168.06,-16676.16,1.8,-5808.14,13.42,1550.53,3738.32,1899.75,21,8,-724.73,1644.2,-74.19,-4.66,11.82,20.04,Rest,-231.39,-911.49,190.54
136.89,-218.36,-188.04,120.37,Medium,17.28,-142.84,21479.16,-4138.52,-179.06,29644.11,306.36,134.27,15.18,8.97,251.4,2719.16,-242.72,-7108.72,6.09,-3338.58,0.9,6484.52,3285.12,1885.47,6,12,5659.23,827.86,-80.82,-5.84,12.59,15.79,Europe,-238.02,-1452.2,2697.84
63.5,-232.52,-291.06,98.2,Very high,34.26,-226.7,5664.84,-6101.08,-279.46,24349.86,515.85,159.29,13.92,43.2,304.65,2401.9,-859.68,-17192.54,3.39,-3185.38,4.84,9621.7,2112.4,2066.13,21,6,-4403.43,1125.88,-63.93,-1.54,10.91,17.98,Europe,-311.46,-1602.08,2556.01
-6.67,-247.08,-180.31,113.92,High,33.21,-61.43,395.73,-4910.92,-222.26,32308.35,529.11,84.46,19.8,33.09,316.5,2333.1,-853.22,-9258.02,3.36,-6105.56,4.44,8841.03,2328.94,1749.51,21,14,-2667.44,308.34,-73.92,-5.58,5.56,25.69,USA,-368.25,-1063.49,-50.24
57.36,-169.18,-230.51,130.99,High,16.47,-183.37,12401.76,-5116.06,-182.74,23678.88,493.95,219.62,12.33,25.38,159.87,1571.62,-361.86,-3203.6,3.15,-2441.98,10.5,9038.2,2880.02,1826.91,12,6,-6940.4,1309.7,-77.01,-16.06,16.18,16.77,Europe,-390.06,-1236.78,-59.29
160.95,-527.54,-228.37,95.11,Low,21.33,-166.88,18391.05,-4412.96,-170.74,22060.95,394.74,192.25,20.1,38.16,286.23,1815.72,-388.71,-1434.86,34.35,-3410.26,5.1,8792.74,2243.84,2726.67,15,10,-6168.35,890.5,-109.8,-8.5,10.83,18.65,USA,-259.8,-1273.72,1062.28
79.08,-116.26,-241.48,123.54,Medium,1.68,-154.23,-2765.52,-6759.46,-163.08,20883.3,545.34,126.48,3.75,11.76,331.86,2443.48,-452.3,-5038.14,5.37,-1716.16,1.38,6109.23,3681.38,1790.28,18,10,-3876.13,1384.5,-82.32,-13.76,11.52,29.82,Rest,-251.01,-1615.73,42.21
-77.96,-159.3,-270.57,95.73,Medium,11.52,-251.68,21553.02,-7144.8,-123.52,22593.06,605.13,178.69,12.3,39.06,161.7,1632.42,114.3,-14146.04,0.39,-3514.26,4.96,7280.6,1664.08,1352.46,12,6,-58.94,1315.7,-69.96,-6.02,8.89,20.64,USA,-251.31,-1167.2,1423.59
58.23,-141.64,-215.32,139.23,Medium,21.3,-148.23,-10512.09,-4659.36,-185.62,27721.08,497.07,113.25,11.34,40.56,378.51,1512.74,-643.31,1446.26,84.06,-3749.32,5.14,8985.55,1802.04,2396.07,24,8,-2390.98,1032.98,-74.94,-4,12.45,18.9,UK,-230.34,-1105.15,16.5
54.47,-338.66,-117.06,124.99,High,8.76,-136.62,4667.67,-4474.82,-234.82,28813.47,746.19,172.01,4.17,33.27,317.91,1782.22,-824.96,-8227.5,2.1,-4820.38,5,8110.57,3311.38,3266.13,12,6,1953.41,989.22,-76.23,-9.12,16.19,15.45,USA,-399.48,-1125.78,761.43
48.41,-290.26,-198.91,141.23,Very high,8.22,-241.88,3029.52,-5837.76,-256.98,29129.64,458.4,172.71,-0.75,27.87,222.51,1364.96,-267.58,-5883.28,0,-4096.2,2.38,5727.63,2188.56,2279.43,9,12,1365.89,310.12,-72.93,-16.84,11.7,19.73,Rest,-546.96,-880.18,-232.58
61.47,-38.28,-169.06,107.74,High,19.89,-194.61,3637.35,-4601.5,-266.6,37104.75,567.69,183.6,11.79,64.95,394.2,2057.18,-413.24,-3905.98,2.19,-3961.22,2.32,4624.54,2104.1,3339.63,3,10,-1041.82,174.82,-82.32,-7.52,11.62,15.61,UK,-344.91,-1252.52,1389.56
53.39,-193.02,-150.37,144.03,Very high,18.93,-161.55,13664.37,-4427.68,-187.86,20441.46,630.24,187.68,12.36,45.93,194.4,2267.48,-904.72,-12945.86,0,-3265.96,3.42,15375.12,1580.3,1807.44,12,8,-5410.32,1939.18,-82.32,-5.92,6.79,19.83,Rest,-308.76,-763.35,-25.82
64.03,-178.26,-202.58,85.25,Very high,7.35,-99.45,-5924.85,-5058.92,-129.64,16466.61,327.9,153.34,18.24,35.07,345.63,963.94,-784.85,-6849.04,0.18,-3297.28,2.4,11563.16,1618.68,3716.07,15,6,-237.75,576.38,-67.02,-5.84,18.99,18.51,UK,-393.81,-1363.73,560.49
64.91,-259.28,-156.42,127.79,Medium,41.49,-104.37,9293.34,-4169.64,-184.96,5511.15,595.26,151.49,7.2,35.04,136.23,1574.82,-532.21,967.36,9.03,-3791.96,3.86,6516.43,2400.12,2932.05,15,14,6523.78,1331.98,-78.12,-5.64,15.07,20.09,Rest,-637.17,-1550.4,479.17
49.83,-215.48,-227.58,105.8,Very low,22.41,-186.58,21016.05,-3513.34,-232.2,17369.31,613.68,128.89,16.92,61.77,421.56,2373.14,-342.68,-11202.22,0.18,-4271.42,2.18,11621.56,2575.06,2521.56,18,12,-5627.19,257.28,-47.46,-3.08,9.96,18.84,USA,-283.47,-1034.13,-90.71
94.29,-161.28,-201.3,178.73,Medium,14.49,-117.93,17269.83,-3717.08,-235.88,15390.75,539.82,143.97,1.47,44.43,190.65,3171.42,-395.42,-9832.46,56.79,-4079.22,9.8,9437.49,2255.52,2440.62,21,14,1861.68,452.24,-54.12,-4.56,16.17,17.47,Rest,-255.81,-1625.81,728.19
67.11,-279,-256.6,137.47,Medium,6.84,-146.14,2558.34,-5011.86,-151.78,23653.65,370.23,169.38,4.74,35.07,218.07,2609.62,-470.01,-20280.1,0.21,-4483.16,10.38,14862.15,3316.84,3695.22,18,10,-5097.62,742.78,-83.22,-8.4,13.85,22.51,Rest,-182.91,-1206.73,-89.78
33.24,-176.74,-239.02,107.52,Low,-3.99,-197.36,25680.96,-3992.3,-137.46,22284.99,596.1,151.46,11.94,35.01,142.26,2662.9,-241.41,-2775.9,0.09,-4163.84,5.64,6180.36,1911.94,2519.19,3,8,1825.26,1196,-78.87,-1.6,-2.39,19.93,USA,-365.88,-1450.15,3582.64
46.45,-212.2,-191.95,83.08,Medium,5.73,-209.38,3324.51,-5689.58,-220.28,16748.01,537.09,171.93,5.13,66.18,254.04,707.5,-768.25,-12780.56,1.2,-5525.72,4.08,7222.43,3151.24,2063.49,6,16,-1813.79,1077.78,-61.98,-8.36,14.82,21.09,Europe,-234.15,-1514.39,589.02
43.15,-90.04,-204.88,128.2,Very low,10.74,-157.68,6083.97,-3831.34,-190.74,23840.97,543.3,130.11,8.1,25.47,225.21,2594.36,-466.96,-4678.7,0.42,-2984.32,28.06,4482.8,3099.12,2386.98,18,8,-2504.8,1101.94,-71.94,-4.7,16.15,22.18,UK,-285.66,-1037.12,-667.82
39.53,-266.52,-164.17,81.55,Medium,13.26,-206.72,4600.47,-3848.82,-208.48,21044.55,538.05,135.31,26.97,36.75,322.8,2295.66,-752.27,-12080.4,56.1,-3571.72,2.18,-990.29,3215.58,2898.93,6,14,-101.59,1114.32,-77.01,-6.54,12.3,18.95,USA,-537.81,-1381.16,3129.63
6.33,-262.18,-235.99,122.93,Low,25.41,-152.53,-5764.71,-4536.36,-227.62,13956.03,555.33,153.87,24.6,46.02,265.74,1651.18,-97.64,-21745.46,3.78,-3886.16,1.86,1398.52,1131.04,2978.55,12,2,717.45,510.84,-65.04,-18.66,9.53,20.65,Europe,-358.86,-1126.78,-1320
30.15,-301.36,-165.86,54.72,High,37.32,-235.6,22773.3,-4125.56,-240.64,29399.16,530.43,170.95,16.38,48.93,184.47,1673.12,-50.46,-5333.62,0,-3630.3,6.14,3495.62,3112.08,3961.71,12,8,-2768.86,491.96,-64.71,-16.88,12.37,18.68,Rest,-286.17,-1052.13,-233.63
49.41,-413.56,-198.97,105.3,Very high,-11.07,-113.51,9748.02,-5236.7,-181.84,15396.99,652.26,195.35,11.91,34.92,308.04,2492.8,-467.56,-9615.9,217.02,-4292.14,4.36,10108.96,2158.96,1289.4,12,12,1228.7,424.68,-69.87,-5.56,9.91,13.56,Rest,-329.13,-1104.8,1041.47
-13.37,-302.58,-198.09,196.63,Very low,30.15,-159.36,86.07,-5500.48,-87.84,49547.82,540.72,277.22,14.25,38.19,277.62,1990.56,-152.07,-6858.42,0.03,-3886.78,2.56,4982.8,2054.5,3250.14,18,10,-3112.34,559.28,-83.25,-0.76,13.64,18.61,UK,-231.75,-1140.09,-725.46
30.58,-281.72,-202.63,123.97,Very low,-17.07,-134.29,20815.02,-4619.16,-209.64,36933,507.6,129.22,12.57,36.51,112.89,2096.28,-96.94,-6835.14,5.49,-4168.58,10.4,13159.32,2911.52,2322.42,12,16,-8493.06,692.8,-70.32,-6.9,7.79,21.09,UK,-271.92,-1273.52,304.97
22.95,-331.32,-186.43,104.1,Very high,29.37,-98.45,5929.05,-4490.32,-254.42,14760.15,588.03,181.88,16.98,37.53,170.82,1749.32,30.57,-6721.04,1.53,-3192.94,7.76,7978.88,2609.8,2867.4,18,6,-6095.42,78.72,-75.24,-8.36,12.77,16.64,Europe,-331.5,-886.76,-351.14
-0.3,-250.08,-225.66,110.33,Very high,16.08,-138.27,15196.77,-4627.34,-298.7,40858.59,564.69,180.11,2.67,38.34,207.21,1704.26,-723.19,-396.34,3.63,-3426.26,17.16,6454.63,1795.64,903.33,21,10,-3654.25,1251.52,-76.11,-10.08,8,27.26,USA,-222.72,-1059.91,98.08
23.07,-80.86,-272.6,116.72,Medium,18.81,-122.84,19539.96,-4066.28,-48.66,21923.04,458.28,155.85,17.1,61.71,324.24,2591.54,-2.44,-21555.68,0.15,-3549.94,11.58,7506.78,2304.66,2115.6,12,14,43.66,1032.74,-72.75,-4.54,10.02,19.13,Rest,-326.85,-979.1,117.2
33.53,-185.88,-221.83,103.77,Medium,13.83,-66.93,-9544.8,-4537.5,-197.96,25501.86,423.03,175.62,14.49,37.32,251.07,1620.2,-19.1,-2464.56,0,-4931.02,8.34,12233.4,2053.6,1941.54,9,12,479.69,1732.7,-91.86,-0.86,11.18,20.64,Rest,-252.66,-769.32,-143.62
-8.67,-234.94,-237.19,138.01,Very high,15.93,-144.2,4392.63,-4896.28,-117,14470.59,314.34,179.4,0.54,22.5,204.81,2813.84,-712.49,-8698.84,1.44,-3340.94,17.64,5471.6,2618.4,793.14,3,8,-1501.12,551.34,-78.48,-7.24,6.49,24.9,Europe,-344.19,-1631.22,2827.9
-2.97,-320.46,-229.85,151.18,Medium,7.65,-138.4,17957.85,-5240.56,-137.68,25734.54,567.84,275.89,-1.74,76.11,349.56,2705.34,-887.58,-398.08,2.55,-3776.6,1.52,2329.24,1981.92,2382.36,15,6,-2509.51,406.28,-73.47,-5.6,22.36,16.92,Rest,-307.68,-1387.39,706.24
88.04,-209.94,-118.53,97.88,Very low,43.32,-180.48,-3828.6,-3551.74,-223.02,38839.86,710.22,107.41,6.15,36.48,156.42,2467.64,-825.11,-9444.46,0.66,-4853.1,7.76,10989.34,2618.26,1768.11,21,14,-4.21,796.7,-79.92,-5.88,12.8,17.62,USA,-289.8,-795.15,-161.08
34.13,-181.18,-174.91,43.41,High,25.08,-112.92,8153.13,-4248.18,-125.16,22943.31,471.78,131.49,15.33,34.05,158.37,2223.26,-566.35,-6585.2,0.09,-3359.72,6.88,3826.51,1884.54,1487.64,21,12,4079.76,1012.02,-72.93,-11.9,14.45,20.24,Europe,-278.76,-1134.36,-1396.93
70.48,-213.38,-216.24,86.1,High,12.81,-160.74,22832.85,-4394.06,-169.68,23572.02,484.47,216.56,7.5,14.79,-18.72,1530.8,-480.96,-7522.94,0.12,-3091.84,4.22,9994.08,2296.18,3506.13,9,10,-472.57,2130.74,-70.38,-6.02,12.29,16.27,UK,-292.29,-1482.81,1396.39
28.7,-136.76,-196.43,120.86,Low,39.12,-82.9,5694.15,-4127.08,-188.58,28326.78,465.27,118.25,26.46,40.8,434.31,1730.84,231.64,-9732.8,1.62,-4294.58,15.26,6759.51,1046.58,1451.97,3,8,-2599.27,620.92,-59.7,-19.18,31.52,16.22,Rest,-295.47,-996.38,-112.93
15.51,-224.24,-200.33,47.24,Medium,6.96,-154.09,20755.53,-4578.26,-140.16,31206.81,593.91,154.19,12.3,39.93,263.97,2407.14,-287.35,-6874.94,0.21,-3843.24,3.6,8836,1634.82,2421.6,6,12,2091.5,578.62,-79.17,-7.32,10.49,19.5,Europe,-286.65,-1156.34,1012.9
-13.55,-210.16,-121.97,42.53,Medium,14.94,-205.32,25040.28,-4796.96,-181.58,33709.74,589.17,134.48,9.69,52.44,235.86,2501.56,-269.69,-7017.38,39.48,-4456.48,4.96,4494.45,2632.28,2446.95,6,4,-5382.23,1072.4,-84.24,-6.8,19.45,18.66,Europe,-420.3,-1103.09,2805.01
72.1,-225.14,-281.34,83.73,Low,13.26,-142.44,857.82,-4477.12,-215.94,24514.77,216.15,171,14.94,41.25,123.48,2295.66,-224.2,-4641.16,0.93,-4445.4,3.46,7570.1,2633.06,3210.3,9,6,1286.99,1447.22,-89.1,-5.84,8.23,21.6,USA,-442.59,-1578.47,1966.17
33.35,-156.44,-228.44,91.43,Medium,19.11,-159.32,1325.04,-4398.58,-238.76,14533.32,521.49,147.11,18.18,25.95,205.35,1706.62,-584.61,-5306.34,0.06,-3353.76,12.54,8834.44,1889.02,3300.87,21,8,-1399.82,1155.56,-64.38,-10.94,10.46,23.14,USA,-200.88,-1373.69,-150.32
109.54,-220.52,-203.68,101.13,High,44.88,-130.32,269.55,-4640.38,-215.08,17554.2,636.69,145.1,19.35,23.64,388.77,2697.36,-687.86,-8936.4,1.92,-3392.24,12.34,7233.74,1925.8,257.19,15,14,-3427.41,751.26,-74.88,-5.26,10.26,19.88,Europe,-459.36,-1358.17,473.83
109.54,-152.44,-186.93,95.66,Low,13.86,-241.28,18696.84,-3686.3,-175.82,10452.6,734.37,157.11,16.35,23.22,343.8,1955.68,-525.49,-3412.7,9.27,-4001.34,11.12,2802.17,2506.04,2792.82,15,4,-5446.71,1266.02,-72.66,-11.06,15.42,21.76,USA,-387.93,-1285.93,749.52
83.87,-425.32,-213.58,81.16,Very low,17.43,-149.01,14223.27,-4313.68,-197.88,28201.05,625.35,169.38,15.54,33.18,399,658.78,-170.71,-572.86,61.8,-3774.1,2,10578.17,1866.04,3048,21,10,-226.41,977.14,-91.44,-3.7,8.32,24.28,UK,-411.63,-1138.04,225.72
21.12,-314.64,-184.96,132.41,Very high,-2.76,-119.51,15251.43,-4623.36,-145.2,15137.64,450.78,180.12,-1.95,42.39,343.47,1069.6,-642.36,-13213.26,1.59,-6268.6,9.7,6499.4,2558.92,3614.1,9,12,-5296.41,1258.7,-61.83,-17.94,22.71,14.68,Rest,-317.76,-1391.52,211.52
53.15,-219.76,-163.03,102.99,Low,2.64,-288.46,10106.82,-3641.34,-269.32,24860.04,549.15,204.48,-6.24,36.36,271.86,1071.62,-136.08,-14065.26,1.44,-3541.84,2.34,7524.55,2286.86,1806.6,15,18,-162.13,544.58,-70.56,-6.32,12.13,14.79,USA,-355.44,-1072.22,-122.22
65.29,-202.48,-112.37,60.02,High,17.04,-137.42,10935.78,-5164.08,-197.56,28470.63,534.21,195.5,13.11,36.39,319.26,3260.26,-40.96,-8547.42,1439.97,-4581.64,3.76,2975.39,1943.98,783.87,12,10,-8.6,1144.74,-80.73,-2.24,12.49,16.09,Rest,-276.48,-948.94,1327.06
59.28,-345.98,-154.91,39.71,Very high,-1.5,-172.86,24903.27,-2456.72,-229.5,23075.13,492.21,278.2,16.74,36.81,354.54,2270.94,-329.85,-7635.56,1.02,-4384.06,8.74,6956.1,3081.34,2154.96,15,12,2337.33,-334.94,-109.17,-6.96,12.44,13.61,Europe,-348.15,-1497.74,2283.98
21.64,-253.12,-205.8,90.57,Medium,23.85,-215.91,26998.41,-4657,-117.92,26672.97,504.9,196.96,6.99,43.47,344.07,902.12,-329.92,-9041.2,0.57,-3843.64,15.8,3995.44,1851.64,4217.82,15,12,-7291.68,1042.86,-67.98,-8.3,9.42,16.06,Europe,-532.89,-1440.82,452.88
21.97,64.58,-249.05,107.79,Medium,-8.49,-163.66,12617.67,-2553.6,-138.4,14729.22,535.44,158.25,3.78,25.74,225.66,1762.16,-82.14,-8221.68,323.49,-4630.6,3.96,5295.81,2917.7,2613.33,6,6,4383.44,660.9,-74.46,-9.3,-1.48,13.91,USA,-313.74,-1017.96,3284.27
49.69,-280.82,-199.53,158.14,Low,10.29,-169.33,2759.58,-4235.2,-181.68,15568.05,484.71,119.45,11.67,30.81,83.76,2543.94,-511.51,-13339.58,0.66,-2348.78,10.5,713.32,2819.92,1874.67,15,8,-215.9,838.72,-107.19,-3.38,11.07,18.38,USA,-488.07,-1938.18,2419.37
90.96,-112.56,-176.33,119.85,Very high,34.98,-208.71,20202.09,-5039.02,-136.34,27361.8,498.72,125.24,28.77,31.71,300.63,2179.82,-345.52,-5255.3,18.18,-4984.74,1.6,13530.3,1926.82,2318.46,18,6,-907.51,1406.32,-73.65,-6.18,13.02,15.94,USA,-354.75,-886.16,2446.21
-114.98,-182.84,-189.98,120.76,Very low,15.99,-158.82,32020.08,-3533.82,-206.54,25335.6,548.61,132.59,16.92,32.7,227.01,2735.06,124.33,-2820.22,12.72,-3906.64,6.58,7265,1705.7,3461.7,6,10,-2579.16,-234.48,-66.39,-4.3,15.59,18.53,Europe,-405.45,-1733.46,2898.19
60.26,-147.52,-197.57,116.28,Very high,-1.71,-223.26,11604.24,-3903.14,-277.66,24721.02,550.89,131.03,18.45,44.67,342.36,2522.52,-197.33,-9743.6,1.62,-2534.18,6.5,11367.18,2226.04,2292.63,12,8,-794.82,927.4,-51.18,-4.04,12.06,11.49,UK,-304.08,-1272.38,1655.67
-19,-235.52,-155.46,135.47,Low,18.81,-153.97,495.48,-4175.08,-213.22,23318.43,557.7,194.38,7.56,48.27,307.5,2310.88,-506.59,-10367.8,3.57,-3849.3,3.24,7649.76,2739.62,2290.59,9,10,-3377.02,173.24,-58.44,-8.7,12.75,6.84,UK,-309.78,-1650.4,882.96
61.13,-245.02,-174.63,108.08,Very high,10.29,-252,6775.47,-3543.3,-201.76,30743.34,378.78,163.57,14.1,33.69,134.37,1876.26,-643.84,-16921.76,0.09,-3256.76,6.66,9868.92,2515.32,2523.6,18,10,2237.43,1365.84,-92.58,-5.1,22.4,18.32,UK,-323.64,-581.3,-523.09
20.52,-285.72,-177,55.33,Medium,5.28,-173.44,9478.62,-4419.42,-148.38,23620.08,512.01,179.11,32.52,25.8,257.43,2355.2,-959.08,-5028.94,67.02,-4048.64,4.66,11669.32,2351.2,2838.36,6,8,-6341.52,178.4,-71.88,-15.1,16.99,18.21,Europe,-448.29,-1221.89,1383.24
115.63,-250.12,-197.64,163.02,Very high,11.46,-38.08,11008.44,-3805.1,-128.72,29123.1,575.94,120.69,5.82,43.77,288.93,1161.18,-675.38,-15066.36,0.51,-4318.88,13.14,4582.9,2143.48,1427.94,12,16,-933.45,732.62,-78.51,-8.96,13.15,19.59,UK,-217.53,-819.05,-209.65
29.16,-130.02,-213.25,80.42,Low,6.51,-97.75,4039.65,-4586.64,-137.34,27162.63,699.72,149.15,10.35,31.98,73.56,2310.5,-188.09,-9731.3,13.95,-4394.72,8.46,2689.6,2209.08,1127.7,12,10,-476.17,1369.38,-80.61,-6.22,14.69,16.78,USA,-597.24,-1191.19,651.59
12.99,-232.2,-248.28,126.62,Very high,11.55,-119.21,13405.56,-3198.88,-211.88,39934.17,523.17,227.9,-3.87,31.5,176.1,2299.04,-63.59,-9256.24,1.68,-2779.06,13.46,3133.01,2151.9,2220.24,12,10,1981.07,100.02,-62.49,-6.9,13.72,6.16,USA,-355.32,-1531.29,3252.92
64.28,-212.2,-249.22,115.34,Medium,-12.54,-123.79,27108.54,-5287.28,-62.76,17057.31,557.13,236.92,3.12,40.02,241.62,3174.34,-749.66,-8449.56,1.44,-4257.24,17.28,4846.29,2853.9,3202.26,15,8,-2329.57,653.72,-87.72,-3.32,13.66,18.1,UK,-331.59,-1084.89,1133.74
47.28,-252.24,-183.29,93.72,High,11.16,-148.01,2374.47,-4891.8,-171.68,28578.09,600.84,148.96,18.18,35.55,272.25,2722.48,-630.12,-12178.72,329.49,-3321.96,11.04,3514.59,958.52,2095.89,15,14,766.84,996.9,-71.49,-5.96,13.53,19.45,USA,-229.02,-510.93,200
64.34,-198.6,-268.95,102.76,Very high,1.29,-143.26,19928.13,-5213.84,-232.28,24145.62,574.38,222.56,18.3,44.4,181.62,2098.54,-119.6,-8910.76,0.66,-3881.2,1.66,13276.79,2628.3,1071.03,6,10,-4713.49,1872.2,-61.29,-4.46,11.63,20.42,Rest,-71.58,-1374.51,1299.08
69.72,-392.36,-170.43,126.68,High,-9.99,-170.62,24358.35,-4310.96,-41.56,20650.53,613.2,141.24,7.26,40.05,379.41,3052.6,-508,-9269.72,0.06,-4318,7.16,8179.64,2279.28,2694.51,6,12,3537.62,885.68,-77.16,-6.7,11.32,23.26,Europe,-241.83,-1566.52,2435.72
70.7,-43.26,-206.52,95.55,Low,18.6,-140.84,28974.66,-3608.28,-198.3,29136.48,434.76,188.46,20.88,31.38,146.07,2757.96,-7.7,-10823.68,125.91,-5284.86,7.16,7890.77,2509.78,415.8,18,6,-5056.14,723.66,-86.04,-1.86,8.56,18.09,USA,-340.17,-1237.76,3563.3
99.53,-160.4,-198.9,104.55,Low,12.78,-158.24,10684.92,-5151.94,-246.16,23869.32,567.42,166.7,23.58,24.45,221.34,2168.12,-354.55,525.1,0.21,-4337.82,4.1,2786.86,2462.2,2627.85,18,10,-3477.36,-54.66,-68.73,-3.46,14.88,23.78,Rest,-304.35,-1036.22,-39.32
66.31,-270.04,-218.42,80.41,Low,-1.26,-144.1,22143.63,-4871.9,-158.96,22674.33,619.5,151.77,3.99,49.98,262.02,2887.72,-9.42,1236.98,6.69,-3914.14,3.54,12216.3,2072.98,2647.68,6,4,-2949.1,1000.9,-94.53,-8.24,12.88,20.02,Europe,-379.65,-944.81,1899.59
119.31,-183.8,-203.66,118.71,High,0.9,-185.73,12833.37,-3602.82,-195.22,27327.9,671.31,168.49,18.39,35.28,276.9,2221.3,184.82,-4606.24,56.19,-3797.56,9.2,6688.87,1814.1,4412.73,6,2,2113.3,757.36,-75.12,-0.5,8.96,17.01,Europe,-220.56,-966.8,2939.43
126.29,-197.62,-222.91,75.71,Very low,5.79,-38.34,4886.73,-4384,-157.24,30586.68,515.91,120.39,4.26,39.3,161.43,1309.3,66.69,-8061.18,44.16,-3705.48,3.22,11143.37,1872.58,782.82,9,4,-2390.41,1487.08,-70.41,-4.96,14.89,16.76,Rest,-348.48,-1149.54,520.18
84.62,-226.34,-216.65,70.37,Very high,28.2,-202.53,19446.51,-4461.88,-181.46,31029.48,656.79,151.09,11.79,36.66,259.2,2207.02,-515.82,-3878.92,0.45,-3983.14,7.8,8028.1,2420.9,1473.36,3,6,-6372.78,1895.72,-78.39,-11.82,9.46,18.26,UK,-293.73,-1013.14,1279.99
36.28,-399.28,-167.53,74.29,Very low,17.58,-133.8,19235.46,-5303.14,-152.5,36556.02,440.07,269.34,0.69,19.05,354.24,1779.22,-573.34,-5365.36,119.04,-2146.64,2.06,6234.81,3210.14,1313.94,15,10,-3588.26,1469.82,-136.59,-15,12.14,20.06,USA,-269.22,-1606.47,633.41
45.05,-150.66,-185.17,120.02,Very high,12.78,-161.63,18804.57,-4655.72,-202.44,26611.95,236.1,148.16,2.22,30.18,271.32,1686.02,-432.8,-9550.7,235.98,-3871.76,13.52,6506.87,3015.66,2186.19,9,10,-875.92,1400.56,-79.77,-5.86,11.51,19.95,UK,-336.57,-1024.07,2099.03
44.37,-216.3,-186.94,86.71,Medium,20.88,-141.19,21636.12,-3659.24,-132.64,21900.63,775.2,219.35,9.06,34.95,301.29,1744.42,-351.26,-181.44,0.03,-3483.96,23.62,3241.04,1001.58,2263.26,12,10,-1998.29,811.8,-81.75,-7.44,10,19.78,USA,-201.6,-774.17,-131.22
59.19,-209.84,-227.12,73.36,Very low,23.64,-150.98,9519.06,-4147.02,-125.82,44125.32,666.6,156.95,17.43,10.95,386.52,2941.94,-602.13,-454.3,383.37,-5121.92,10.12,11412.69,1529.36,4450.41,3,6,-288.41,666.12,-88.68,-2.46,11.87,17.89,UK,-382.56,-1274.68,2333.91
2.64,-251.9,-192.49,77.24,Very low,13.32,-150.28,19923.84,-4124.84,-216.2,40905.93,565.95,99.46,10.92,30.03,197.01,1500.14,-339.8,-11244.72,0.69,-3331.26,5.76,9304.04,2004.24,1979.76,12,8,-3444.92,91.82,-61.38,-15.98,12.2,15.6,Europe,-297.81,-1223.55,-1220.41
-0.15,-204.36,-174.11,119.57,High,6,-99.18,8946.66,-4719.28,-19.46,16915.26,513.84,219.47,9.66,37.77,135.54,1521.06,-702.26,-6240.94,1.5,-2371.44,3.4,4878.57,2347.12,2823.9,12,14,-2763.43,2014.18,-76.62,-2.58,11.57,16.1,USA,-333.21,-723.3,280.64
78.47,-273.82,-160.92,143.3,Very low,14.19,-165.96,17165.88,-4801.68,-152.04,14405.49,533.28,175.93,21.81,18.96,305.31,1815.98,-168.3,-7458.36,207.6,-3737.96,3.86,4750.55,2753.9,2357.31,9,6,-1894.69,1203.5,-50.4,-16.42,15.95,19.29,Rest,-263.13,-893.48,89.62
99.63,-341.46,-291.1,128.36,High,11.79,-210.98,-2953.35,-6083.42,-250.82,14315.28,575.88,215.11,9.03,42.27,213.15,874.8,-720.62,-16236.28,0.36,-3753.02,0.38,9395.84,2410.24,1958.94,9,6,-2482.57,604.58,-78.06,-6.18,16.23,15.52,USA,-332.28,-803.69,105.41
